trade_date,equity,cash,cash_ratio,n_positions,daily_return,drawdown,turnover,positions
2021-12-02,0.9995888356,1.110223025e-16,1.110679697e-16,3,-0.0004111643813,-0.0004111643813,0.5,159851.SZ;512660.SH;516150.SH
2021-12-03,1.001940828,1.110223025e-16,1.108072447e-16,3,0.002352959653,0,0,159851.SZ;512660.SH;516150.SH
2021-12-06,0.9977119842,1.110223025e-16,1.112769058e-16,3,-0.004220652092,-0.004220652092,0,159851.SZ;512660.SH;516150.SH
2021-12-07,0.9805061113,1.110223025e-16,1.132295874e-16,3,-0.01724533041,-0.02139319596,0,159851.SZ;512660.SH;516150.SH
2021-12-08,0.9956224099,1.110223025e-16,1.115104495e-16,3,0.01541683253,-0.006306178747,0,159851.SZ;512660.SH;516150.SH
2021-12-09,0.9985547122,0,0,3,0.002945195229,-0.003379556446,0.3313071777,159851.SZ;512660.SH;512690.SH
2021-12-10,0.9922156411,0,0,3,-0.006348246135,-0.009706348324,0,159851.SZ;512660.SH;512690.SH
2021-12-13,1.010529732,0,0,3,0.01845777317,0,0.3297058004,159851.SZ;512690.SH;512980.SH
2021-12-14,1.02224745,0,0,3,0.01159561873,0,0,159851.SZ;512690.SH;512980.SH
2021-12-15,1.017278121,0,0,3,-0.00486117963,-0.00486117963,0,159851.SZ;512690.SH;512980.SH
2021-12-16,1.019189449,0,0,3,0.001878864308,-0.002991448819,0,159851.SZ;512690.SH;512980.SH
2021-12-17,1.006264887,0,0,3,-0.01268121617,-0.01563472978,0,159851.SZ;512690.SH;512980.SH
2021-12-20,0.9917844105,0,0,3,-0.01439032296,-0.02980006393,0,159851.SZ;512690.SH;512980.SH
2021-12-21,1.006099536,0,0,3,0.01443370709,-0.01579648223,0,159851.SZ;512690.SH;512980.SH
2021-12-22,1.016359831,0,0,3,0.01019809163,-0.005759484582,0,159851.SZ;512690.SH;512980.SH
2021-12-23,1.018561644,0,0,3,0.002166371552,-0.003605590214,0,159851.SZ;512690.SH;512980.SH
2021-12-24,1.011975574,0,0,3,-0.006466050049,-0.01004832634,0,159851.SZ;512690.SH;512980.SH
2021-12-27,1.000202579,0,0,3,-0.01163367512,-0.02156510249,0,159851.SZ;512690.SH;512980.SH
2021-12-28,1.01313586,0,0,3,0.01293066142,-0.008913292116,0,159851.SZ;512690.SH;512980.SH
2021-12-29,0.9906550034,0,0,3,-0.02218937976,-0.03090489145,0,159851.SZ;512690.SH;512980.SH
2021-12-30,1.010304588,0,0,3,0.01983494171,-0.01168294647,0,159851.SZ;512690.SH;512980.SH
2021-12-31,0.9350565441,0,0,3,-0.0744805522,-0.08529334636,0.2315818756,159851.SZ;512660.SH;512980.SH
2022-01-04,0.9527666503,0,0,3,0.01894014469,-0.06796866999,0,159851.SZ;512660.SH;512980.SH
2022-01-05,0.9363069587,0,0,3,-0.01727567988,-0.08407014489,0,159851.SZ;512660.SH;512980.SH
2022-01-06,0.9260630096,0,0,3,-0.01094080205,-0.09409115212,0,159851.SZ;512660.SH;512980.SH
2022-01-07,0.9109276375,0,0,3,-0.01634378212,-0.108897129,0,159851.SZ;512660.SH;512980.SH
2022-01-10,0.915318778,0,0,3,0.004820515195,-0.104601554,0.2342972171,159851.SZ;512980.SH;516970.SH
2022-01-11,0.8910463505,0,0,3,-0.02651800461,-0.1283457341,0,159851.SZ;512980.SH;516970.SH
2022-01-12,0.8968805795,0,0,3,0.006547615705,-0.122638477,0,159851.SZ;512980.SH;516970.SH
2022-01-13,0.8856383194,0,0,3,-0.01253484616,-0.1336360687,0,159851.SZ;512980.SH;516970.SH
2022-01-14,0.8811189941,0,0,3,-0.005102901739,-0.1380570387,0,159851.SZ;512980.SH;516970.SH
2022-01-17,0.9148692755,0,0,3,0.03830388583,-0.1050412739,0,159851.SZ;512980.SH;516970.SH
2022-01-18,0.9062116197,0,0,3,-0.009463270902,-0.1135105108,0.2218267199,159819.SZ;159851.SZ;512980.SH
2022-01-19,0.9116196144,0,0,3,0.005967695171,-0.1082202118,0,159819.SZ;159851.SZ;512980.SH
2022-01-20,0.9019420494,0,0,3,-0.01061579288,-0.1176871613,0,159819.SZ;159851.SZ;512980.SH
2022-01-21,0.88335621,0,0,3,-0.02060646735,-0.135868512,0,159819.SZ;159851.SZ;512980.SH
2022-01-24,0.8883364106,0,0,3,0.005637816992,-0.1309966968,0,159819.SZ;159851.SZ;512980.SH
2022-01-25,0.8519060771,0,0,3,-0.04100961428,-0.1666341871,0.3786473825,159819.SZ;159851.SZ;516970.SH
2022-01-26,0.85859048,0,0,3,0.007846408305,-0.1600952586,0,159819.SZ;159851.SZ;516970.SH
2022-01-27,0.8296722441,0,0,3,-0.03368105812,-0.188384139,0,159819.SZ;159851.SZ;516970.SH
2022-01-28,0.8117059872,0,0,3,-0.02165464383,-0.2059593914,0.6006405231,512400.SH;512800.SH;516970.SH
2022-02-07,0.8493133459,0,0,3,0.04633125702,-0.1691704919,0.3064692102,159825.SZ;512800.SH;516970.SH
2022-02-08,0.855744706,0,0,3,0.007572423251,-0.1628790992,0,159825.SZ;512800.SH;516970.SH
2022-02-09,0.8585976324,0,0,3,0.003333852212,-0.1600882619,0,159825.SZ;512800.SH;516970.SH
2022-02-10,0.8714033871,0,0,3,0.01491473329,-0.1475612023,0,159825.SZ;512800.SH;516970.SH
2022-02-11,0.8617913746,0,0,3,-0.01103049708,-0.156964026,0,159825.SZ;512800.SH;516970.SH
2022-02-14,0.8464326009,0,0,3,-0.01782191629,-0.1719885425,0,159825.SZ;512800.SH;516970.SH
2022-02-15,0.8455679758,0,0,3,-0.001021493096,-0.1728343505,0,159825.SZ;512800.SH;516970.SH
2022-02-16,0.8541741546,0,0,3,0.01017798572,-0.1644154704,0,159825.SZ;512800.SH;516970.SH
2022-02-17,0.855730088,0,0,3,0.001821564576,-0.1628933992,0,159825.SZ;512800.SH;516970.SH
2022-02-18,0.8647256137,0,0,3,0.0105121064,-0.1540936455,0,159825.SZ;512800.SH;516970.SH
2022-02-21,0.8632582128,0,0,3,-0.001696955509,-0.155529111,0,159825.SZ;512800.SH;516970.SH
2022-02-22,0.8530428618,0,0,3,-0.0118334826,-0.1655221425,0,159825.SZ;512800.SH;516970.SH
2022-02-23,0.8500908406,0,0,3,-0.00346057781,-0.1684099181,0,159825.SZ;512800.SH;516970.SH
2022-02-24,0.8309138923,0,0,3,-0.02255870477,-0.1871695132,0,159825.SZ;512800.SH;516970.SH
2022-02-25,0.8285350817,0,0,3,-0.002862884591,-0.1894965531,0,159825.SZ;512800.SH;516970.SH
2022-02-28,0.8281040713,0,0,3,-0.0005202077776,-0.1899181833,0.3925102069,159825.SZ;159995.SZ;512800.SH
2022-03-01,0.8384168326,0,0,3,0.0124534604,-0.1798298615,0,159825.SZ;159995.SZ;512800.SH
2022-03-02,0.8325034228,0,0,3,-0.007053066626,-0.1856145761,0.2959276176,159825.SZ;159995.SZ;515790.SH
2022-03-03,0.8190176882,0,0,3,-0.01619901399,-0.198806817,0,159825.SZ;159995.SZ;515790.SH
2022-03-04,0.8190960887,0,0,3,9.572508883e-05,-0.1987301227,0,159825.SZ;159995.SZ;515790.SH
2022-03-07,0.7956025367,0,0,3,-0.02868229061,-0.2217123782,0,159825.SZ;159995.SZ;515790.SH
2022-03-08,0.7860671151,0,0,3,-0.01198515729,-0.2310402778,0,159825.SZ;159995.SZ;515790.SH
2022-03-09,0.7872300395,0,0,3,0.001479421195,-0.2299026624,0,159825.SZ;159995.SZ;515790.SH
2022-03-10,0.8012656109,0,0,3,0.01782905975,-0.216172551,0,159825.SZ;159995.SZ;515790.SH
2022-03-11,0.8048652591,0,0,3,0.004492453119,-0.2126512429,0,159825.SZ;159995.SZ;515790.SH
2022-03-14,0.7770220936,0,0,3,-0.03459357351,-0.23988845,0,159825.SZ;159995.SZ;515790.SH
2022-03-15,0.747458969,0,0,3,-0.03804669751,-0.2688081843,0,159825.SZ;159995.SZ;515790.SH
2022-03-16,0.7805493986,0,0,3,0.04427056321,-0.2364379108,0,159825.SZ;159995.SZ;515790.SH
2022-03-17,0.7856636238,0,0,3,0.006552084022,-0.2314349878,0,159825.SZ;159995.SZ;515790.SH
2022-03-18,0.7856937224,0,0,3,3.830977443e-05,-0.2314055442,0,159825.SZ;159995.SZ;515790.SH
2022-03-21,0.7929968056,0,0,3,0.009295076483,-0.2242614,0.3056520001,159992.SZ;159995.SZ;515790.SH
2022-03-22,0.7749919525,0,0,3,-0.02270482432,-0.2418744086,0,159992.SZ;159995.SZ;515790.SH
2022-03-23,0.7821601183,0,0,3,0.009249342321,-0.2348622455,0.3045144176,159992.SZ;159995.SZ;515220.SH
